"gene_id","X22D_3.55","X182A_9.84","X163A_2.2","X156A_4.2","X174A_6.6","X101A_0.73","X162A_2.2","X183A_9.84","X97A_1.1","X175A_6.6","hs_symbol","SYMBOL","PRC2_targ"
"AMEX60DD000060",0.741379310344828,0.728971962616822,0.8,0.0697674418604651,0.585714285714286,0.0882352941176471,0.181818181818182,0.914893617021277,0.123076923076923,0.811965811965812,"ZNF84","Znf84","All Promoters"
"AMEX60DD000061",0.9,0.933333333333333,0.93687707641196,0.864661654135338,0.976744186046512,0.894586894586895,0.936416184971098,0.956521739130435,0.891139240506329,0.96078431372549,NA,"OJAV_G00236990","All Promoters"
"AMEX60DD000062",0.926470588235294,0.930635838150289,0.35,0.899328859060403,0.952380952380952,0.904878048780488,0.966666666666667,0.958333333333333,0.96875,0.944444444444444,NA,"D5F01_LYC25363","All Promoters"
"AMEX60DD000063",0.0802919708029197,0.083743842364532,0.0246913580246914,0.147286821705426,0.075,0.0701754385964912,0.0425531914893617,0.166666666666667,0.214285714285714,0.0731707317073171,"CASR","Casr","All Promoters"
"AMEX60DD000065",0.693548387096774,0.848484848484849,0.882352941176471,0.722222222222222,0.875,0.890243902439024,0.769230769230769,1,0.75,0.793103448275862,"PIWIL1","Piwil1","All Promoters"
"AMEX60DD000068",0.875968992248062,0.733333333333333,0.950920245398773,0.813725490196078,0.833333333333333,0.891156462585034,0.793650793650794,0.65,0.857740585774059,0.929824561403509,NA,"AM000068","All Promoters"
"AMEX60DD000069",0.284046692607004,0.32972972972973,0.394736842105263,0.3125,0.516483516483517,0.0775193798449612,0.226190476190476,0.5,0.19047619047619,0.533333333333333,NA,"AM000069","All Promoters"
"AMEX60DD000070",0.288135593220339,0.188679245283019,0.0952380952380952,0.380952380952381,0.285714285714286,0.212765957446809,0.29,0.6,0.285714285714286,0.375,NA,"AM000070","All Promoters"
"AMEX60DD000071",0.851612903225806,0.842105263157895,0.858490566037736,0.879432624113475,0.823529411764706,0.78740157480315,0.884057971014493,0.831460674157303,0.843137254901961,0.888888888888889,NA,"AM000071","All Promoters"
"AMEX60DD000073",0.303030303030303,0.472972972972973,0.3125,0.545454545454545,0.414634146341463,0.397849462365591,0.419354838709677,0.4,0.322222222222222,0.533333333333333,NA,"AM000073","All Promoters"
"AMEX60DD000074",0.00230414746543779,0,0.0125,0,0.00909090909090909,0.00492610837438424,0,0,0.00136612021857923,0.00763358778625954,"STX2","Stx2","All Promoters"
"AMEX60DD000077",0.885245901639344,0.871559633027523,0.92,0.824324324324324,0.91304347826087,0.881656804733728,0.923076923076923,0.898876404494382,0.854651162790698,0.733333333333333,NA,"AM000077","All Promoters"
"AMEX60DD000078",0.894067796610169,0.893048128342246,0.919354838709677,0.941176470588235,0.904761904761905,0.868292682926829,0.945454545454545,0.92,0.9375,0.921052631578947,NA,"AM000078","All Promoters"
"AMEX60DD000080",0.770114942528736,0.543859649122807,0.8,1,0.761904761904762,0.703703703703704,0.772151898734177,0.769230769230769,0.791666666666667,1,NA,"AM000080","All Promoters"
"AMEX60DD000082",0.0217391304347826,0.0635838150289017,0.0365853658536585,0.0721649484536082,0.0373831775700935,0.0261437908496732,0,0.0645161290322581,0.0484429065743945,0.0465116279069767,"ADGRD1","Adgrd1.1","All Promoters"
"AMEX60DD000083",0.733333333333333,0.859504132231405,0.808510638297872,0.823008849557522,0.816326530612245,0.7625,0.801801801801802,0.836363636363636,0.818181818181818,0.605633802816901,NA,"AM000083","All Promoters"
"AMEX60DD000086",0.481012658227848,0.595092024539877,0.387096774193548,0.607142857142857,0.5,0.602484472049689,0.142857142857143,0.423076923076923,0.700934579439252,0,"ADGRD1","Adgrd1.4","All Promoters"
"AMEX60DD000090",0.84375,0.808184143222506,0.907894736842105,0.703703703703704,0.8,0.872146118721461,0.931578947368421,0.864406779661017,0.82648401826484,1,NA,"AM000090","All Promoters"
"AMEX60DD000092",0.781512605042017,0.879432624113475,0.729411764705882,0.642857142857143,0.852941176470588,0.878542510121457,0.757142857142857,0.875,0.761658031088083,0.866242038216561,NA,"AM000092","All Promoters"
"AMEX60DD000094",0.211538461538462,0.145985401459854,0.0638297872340425,0.27027027027027,0.319148936170213,0.13262599469496,0.0769230769230769,0.5,0.109677419354839,0.111111111111111,NA,"AM000094","All Promoters"
"AMEX60DD000096",0.809160305343511,0.785185185185185,0.815789473684211,0.740740740740741,0.833333333333333,0.849462365591398,0.77037037037037,0.842105263157895,0.731958762886598,0.592592592592593,NA,"AM000096","All Promoters"
"AMEX60DD000100",0.576923076923077,0.617391304347826,0.733333333333333,0.590909090909091,0.5,0.636363636363636,0.846153846153846,0.65625,0.7,0.5,NA,"AM000100","All Promoters"
"AMEX60DD000101",0.779411764705882,0.817073170731707,0.875,0.676470588235294,0.80952380952381,0.781553398058252,0.875,0.9,0.903448275862069,0,NA,"AM000101","All Promoters"
"AMEX60DD000105",0.80327868852459,0.8,0.888888888888889,0.923076923076923,1,0.763157894736842,0.816666666666667,0.841269841269841,0.944444444444444,0.907407407407407,NA,"AM000105","All Promoters"
"AMEX60DD000109",0.056,0.0728155339805825,0.0714285714285714,0.05,0.0631578947368421,0.0822784810126582,0.0654761904761905,0,0.1,0.09375,"BLOC1S2","Bloc1s2","All Promoters"
"AMEX60DD000110",0.0454545454545455,0.0384615384615385,0.0677966101694915,0.0789473684210526,0.0614035087719298,0.0487804878048781,0.130434782608696,0.0769230769230769,0.0285714285714286,0.056,"ULK1","Ulk1.1","All Promoters"
"AMEX60DD000111",0.0666666666666667,0.13125,0.254901960784314,0.142857142857143,0.194805194805195,0.168141592920354,0.236842105263158,0.255813953488372,0.25,0.163934426229508,NA,"LOC115100672","All Promoters"
"AMEX60DD000112",0.673913043478261,0.545454545454545,1,0.595238095238095,0.878048780487805,0.670588235294118,0.8,0.666666666666667,0.721518987341772,0.636363636363636,NA,"LOC103188037","All Promoters"
"AMEX60DD000113",0.523809523809524,0.4,0.166666666666667,0.25,0.307692307692308,0.833333333333333,0.321428571428571,0.444444444444444,0.379310344827586,0,NA,"AM000113","All Promoters"
"AMEX60DD000114",0.816666666666667,0.751322751322751,0.875,0.787234042553192,0.788461538461538,0.64963503649635,0.813953488372093,0.760869565217391,0.824074074074074,1,NA,"LOC103188037.1","All Promoters"
